cell_line,k_dir_true,n_genes_true,k_dir_rot,n_genes_rot,rate_true_raw,rate_rot_raw,rate_true_eb,rate_rot_eb,post_diff_mean,post_diff_lo,post_diff_hi,post_prob_gt0,split_half_rho,n_reps
ACH-000383,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005450148843587679,-0.016987153751282232,0.00020460501322624156,0.028,,
ACH-000385,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017885826243840258,-0.009031181303152468,0.0017266178326710978,0.096,,
ACH-000387,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005247490514920625,-0.015492243521847329,-3.28756831884608e-05,0.024,,
ACH-000389,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005352495965356758,-0.015634956845327987,5.4043059659549433e-05,0.03,,
ACH-000390,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0052059613802477355,-0.01701718970966742,0.0007891079858863418,0.042,,
ACH-000391,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019629538748282952,-0.010074187734581094,0.0022026610253304936,0.125,,
ACH-000393,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001676124159192585,-0.00887704246040477,0.0020707982453643053,0.123,,
ACH-000395,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017133953153242196,-0.008859176376724835,0.0014034084114379075,0.111,,
ACH-000397,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.01252565789116389,-0.028425783397900042,-0.0025297456860684598,0.003,,
ACH-000401,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016828399013450973,-0.009433598756235395,0.001610664287181043,0.106,,
ACH-000402,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005214302935125767,-0.015584509101771959,0.0001202096895189389,0.026,,
ACH-000403,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.00166078589001369,-0.009034506492300958,0.002192989042303632,0.131,,
ACH-000405,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017407510002841271,-0.009889144281959146,0.0017352442763711705,0.113,,
ACH-000406,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.00528166347055776,-0.01567874343692248,-8.36711269583614e-05,0.023,,
ACH-000407,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.00882071088682681,-0.022954778958234112,-0.0013391270361062003,0.007,,
ACH-000408,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018201063494942627,-0.010095116082124064,0.0024983078745523116,0.107,,
ACH-000410,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018573810650211523,-0.010309401176841553,0.0023068127891954626,0.125,,
ACH-000411,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.009098246185779915,-0.022176387501794438,-0.0009786132367930198,0.008,,
ACH-000415,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018148187414304007,-0.010019771603729712,0.001963208099391494,0.112,,
ACH-000416,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001735357130598402,-0.008682401497938782,0.0010668832796656132,0.093,,
ACH-000417,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016773267504324276,-0.008863080317743171,0.002353891261588884,0.12,,
ACH-000420,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005302084343561021,-0.01673963335647263,0.0002263638553542481,0.029,,
ACH-000421,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001713408777241192,-0.008602111140710635,0.002251046373598489,0.116,,
ACH-000422,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019256567034908528,-0.009097963276618642,0.0015899683371894872,0.106,,
ACH-000424,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019275509584348322,-0.010227491921170999,0.001633624381047798,0.122,,
ACH-000426,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005626556427247693,-0.01646636601831148,0.00020954177312793365,0.029,,
ACH-000427,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018719992967466692,-0.011353916122916963,0.002088858265988473,0.117,,
ACH-000431,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005532118256330822,-0.01682652994675202,-5.176877977118623e-05,0.024,,
ACH-000433,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005456921701218983,-0.017178513385011526,-5.126750613010109e-05,0.022,,
ACH-000435,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016051463499194634,-0.009256575341795177,0.002392003139593842,0.123,,
ACH-000437,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017803830044287147,-0.00910340984672308,0.0018756460964053957,0.102,,
ACH-000438,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017664613785196646,-0.008957082072758691,0.002304271189446163,0.107,,
ACH-000441,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001863224996710888,-0.0097691570450894,0.001907200958564556,0.109,,
ACH-000444,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005361305337745238,-0.015393724924232237,-0.0001256260507769892,0.021,,
ACH-000445,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005236127406038914,-0.016166116864311218,0.00016453554940353137,0.029,,
ACH-000448,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018067820971136462,-0.00884790635586671,0.0019355059616052999,0.102,,
ACH-000450,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005375141572090323,-0.018417135214042982,4.8579639856577116e-05,0.026,,
ACH-000452,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001814104889863377,-0.009956017958676903,0.0017664308671148956,0.096,,
ACH-000454,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.0020106989616317577,-0.015340378605494842,0.009552593556978932,0.339,,
ACH-000455,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005653933248817369,-0.017173717093132975,-0.00010365387267033825,0.021,,
ACH-000456,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019028233795612855,-0.009765977153685908,0.0018383059105544016,0.122,,
ACH-000460,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018430239056249963,-0.009447053224865285,0.00121580640394082,0.082,,
ACH-000461,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017899241622771074,-0.009443651621189451,0.0017593474405571759,0.11,,
ACH-000463,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008740702721849711,-0.023082653346390106,-0.000996015922013071,0.011,,
ACH-000464,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018097004315723293,-0.009514315327279596,0.0022438497791954807,0.109,,
ACH-000466,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005335783058482088,-0.01684930478128187,5.5165636699117695e-05,0.026,,
ACH-000468,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008803596606608123,-0.024278043821463816,-0.000933744063993229,0.011,,
ACH-000469,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001588630292305933,-0.008818972294082328,0.002071141979305241,0.116,,
ACH-000470,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005500481012120274,-0.017035607468625095,-3.166986633270808e-05,0.025,,
ACH-000471,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005358452036566697,-0.017647946864161494,0.00021754803970593114,0.032,,
ACH-000473,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019331948918254551,-0.010246922097025019,0.0017397793458138525,0.104,,
ACH-000475,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008793253024877679,-0.022885448952631112,-0.0012371994922472126,0.006,,
ACH-000476,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.00854139806436178,-0.020753487963989525,-0.0009781893553136778,0.009,,
ACH-000477,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017636699519664313,-0.009753644679435647,0.002193361697332048,0.114,,
ACH-000478,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001763467552211712,-0.009031832973707316,0.0025139001478681803,0.103,,
ACH-000479,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017571577472919942,-0.008917778456812206,0.001699419965614744,0.088,,
ACH-000480,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018269093460267672,-0.008965360925093998,0.002149985261157258,0.105,,
ACH-000481,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005408965589420752,-0.017604439232304498,0.0001987117488499514,0.029,,
ACH-000483,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017111134560311827,-0.009061431387501104,0.0025069774560121045,0.132,,
ACH-000484,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018200071482280793,-0.009450202360678651,0.0019470445601075617,0.12,,
ACH-000486,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018100708672301221,-0.009322892257924398,0.0021271492984093576,0.107,,
ACH-000487,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017039238007869931,-0.00895841201428168,0.0016407778140700119,0.103,,
ACH-000488,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005245079101429187,-0.01656024407766871,0.00015133469159756596,0.029,,
ACH-000490,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019426515383066667,-0.009664664482251775,0.0017126043484718525,0.121,,
ACH-000493,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005313016511815075,-0.016646539652748253,-0.00017715188931304542,0.018,,
ACH-000496,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018310902932431976,-0.010015425691130286,0.002162744052613093,0.12,,
ACH-000498,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017797653520714863,-0.010362760746552648,0.0016808105743452316,0.112,,
ACH-000499,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005091292084811227,-0.01676212461607839,1.9337762511042064e-05,0.026,,
ACH-000500,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005172949547365911,-0.01557254273551782,0.0006190750591055644,0.035,,
ACH-000502,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001760277067210586,-0.00984260532501557,0.0018081850530596577,0.113,,
ACH-000503,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001925686833054202,-0.009279582250423165,0.0016237859975404994,0.106,,
ACH-000504,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017384696547397148,-0.009035009538598458,0.0017201305171453442,0.114,,
ACH-000505,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016829859228488701,-0.009213529763130163,0.0019455220687479003,0.113,,
ACH-000507,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.00518849943599509,-0.015842177177588648,6.0569284383980004e-05,0.026,,
ACH-000510,1,150,2,150,0.006666666666666667,0.013333333333333334,0.0037485418157616047,0.009230466070727653,-0.005637134693937176,-0.019832610952422045,0.006772994272039377,0.178,,
ACH-000511,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017273552833513511,-0.008881071877956812,0.0019456701207330373,0.112,,
ACH-000514,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017380341032743843,-0.009197230982965291,0.0018142846479262897,0.121,,
ACH-000515,0,150,4,150,0.0,0.02666666666666667,0.00029840054916293457,0.01636092175749866,-0.01605774688469333,-0.03285253795189522,-0.004783823303856137,0.001,,
ACH-000516,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005333475843643793,-0.017130831350164046,-8.41649072589937e-05,0.022,,
ACH-000517,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017585259385550038,-0.008389918991035484,0.002269426285768348,0.121,,
ACH-000520,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008750854244032599,-0.021860218046133174,-0.0010254968320511078,0.01,,
ACH-000521,1,150,0,150,0.006666666666666667,0.0,0.0037485418157616047,0.002100010383956642,0.0017687880229197088,-0.00794062503019897,0.011933818408321587,0.707,,
ACH-000522,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005263208000124677,-0.017492220384841165,0.00016463028890519377,0.029,,
ACH-000524,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018024282361851114,-0.010368506841740496,0.0017865956761759026,0.119,,
ACH-000525,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005288287316052779,-0.01662810881445906,0.0005959963749673877,0.032,,
ACH-000527,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008837659960130017,-0.02442279698369343,-0.000973202937782109,0.01,,
ACH-000528,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018076726602681483,-0.009843258792136333,0.0019177632859647708,0.115,,
ACH-000532,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001734763625148284,-0.009332924352640336,0.002270762961503324,0.118,,
ACH-000533,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018392501786470559,-0.010273300614458114,0.0013593985525216876,0.121,,
ACH-000535,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005236011494370662,-0.015771110477239805,-0.00013709488175381575,0.016,,
ACH-000537,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008658666985184256,-0.02313147649154732,-0.0008380068989952401,0.017,,
ACH-000541,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.001955949420243434,-0.013488520753130872,0.010006008394234957,0.334,,
ACH-000542,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017866512553686307,-0.00944332740250989,0.0017344205485649265,0.118,,
ACH-000544,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016535338137165703,-0.009189228178803324,0.0019489708233069681,0.103,,
ACH-000545,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0053969386465470975,-0.01792566227128335,0.0003109997473409189,0.035,,
ACH-000547,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005260386518232461,-0.01755571870546702,-2.5040934137380676e-05,0.025,,
ACH-000548,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018082679830453583,-0.009994102156291864,0.0014821892138506608,0.107,,
ACH-000550,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.00194703474742278,-0.014626680958118202,0.00981119419098502,0.345,,
ACH-000551,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005361255186238394,-0.016704621113163336,-9.85503467662189e-05,0.022,,
ACH-000552,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005397656195826395,-0.016114086591622924,2.905975792825188e-05,0.027,,
ACH-000554,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005213055945005805,-0.016414306388754723,0.0001096966883301449,0.029,,
ACH-000557,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019786227767693274,-0.010327303207775869,0.0013788168815389266,0.108,,
ACH-000559,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008577143527107343,-0.021468120357065062,-0.0010186625699192902,0.01,,
ACH-000570,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008451766279193544,-0.022419988526837756,-0.0009404553870194113,0.012,,
ACH-000573,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005407253017819863,-0.017712599624455285,-0.00013522708753381646,0.024,,
ACH-000576,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.00566979745013,-0.01779662162618355,-0.0003600372451934797,0.015,,
ACH-000579,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.00550068672795523,-0.016367640105250464,9.028970635994938e-05,0.028,,
ACH-000580,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018881015769631523,-0.009730227917411478,0.0014764290856539083,0.095,,
ACH-000581,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008997961941565389,-0.022583833834644143,-0.0010864492666273783,0.005,,
ACH-000583,1,150,3,150,0.006666666666666667,0.02,0.0037485418157616047,0.012795693914113157,-0.00863164488715513,-0.025530722195811942,0.004890571007955533,0.102,,
ACH-000585,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017350578230639765,-0.008998172474331238,0.0024590900160106973,0.12,,
ACH-000587,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018548363867747885,-0.009025639470018037,0.0021500526499643843,0.11,,
ACH-000588,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005333877440874172,-0.017591775704070663,0.00015886771393781372,0.028,,
ACH-000589,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017627723528688124,-0.008639698770610353,0.0020268374357247806,0.116,,
ACH-000592,1,150,0,150,0.006666666666666667,0.0,0.0037485418157616047,0.002100010383956642,0.0014415261219654493,-0.007973763663613215,0.011782827095020862,0.644,,
ACH-000593,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0051165054764018255,-0.016351121713467462,-9.852005344493383e-05,0.022,,
ACH-000595,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008505848679710696,-0.021671600598946895,-0.001049346445797878,0.012,,
ACH-000596,1,150,3,150,0.006666666666666667,0.02,0.0037485418157616047,0.012795693914113157,-0.009329795845495209,-0.0261884704611559,0.003985124420528814,0.08,,
ACH-000599,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005260154030201998,-0.01622330548545985,0.00027665608040309555,0.034,,
ACH-000601,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016466863866979517,-0.009220442833122197,0.002253976002917414,0.127,,
ACH-000602,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019055165974415343,-0.009290490888480938,0.001801751160797905,0.098,,
ACH-000605,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016985065084732835,-0.009828155733046018,0.0021648073651782287,0.126,,
ACH-000607,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005500728620624031,-0.01689031594261331,-0.00011114585970188261,0.021,,
ACH-000608,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005759920027067073,-0.019095956392128466,-2.8429493225079545e-05,0.024,,
ACH-000614,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018569823887766462,-0.010471465294516329,0.0021372366874706683,0.11,,
ACH-000616,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012198650118769014,-0.028644321818470687,-0.0027504687920211096,0.004,,
ACH-000618,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001828381176704403,-0.009093258957725444,0.001641894894319154,0.092,,
ACH-000620,2,150,0,150,0.013333333333333334,0.0,0.007198683082360276,0.002100010383956642,0.00488936978762401,-0.005306715452121869,0.017867374223431282,0.845,,
ACH-000621,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017316102874640389,-0.00889145966012406,0.0019184042061918256,0.113,,
ACH-000622,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001731450587732016,-0.00928955758940719,0.0017752120257945193,0.102,,
ACH-000623,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018619951317191742,-0.00977991617258273,0.001414711540411682,0.097,,
ACH-000624,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005459797123177894,-0.016823221645465944,-0.00011784590724394285,0.023,,
ACH-000627,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008920933988479915,-0.023676046698702016,-0.0010800498340149494,0.01,,
ACH-000630,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005209729136966739,-0.016401240445978793,0.00022310233226587216,0.029,,
ACH-000632,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005541116558295205,-0.01659553366005756,-2.1210097183146383e-05,0.025,,
ACH-000633,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019359494230547446,-0.010466476028327013,0.0012108938936978583,0.092,,
ACH-000634,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016886504531569953,-0.008754281156142915,0.0014211502272606282,0.105,,
ACH-000637,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001780287614561046,-0.009660993301486722,0.0018364062920500411,0.122,,
ACH-000639,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017961191148971592,-0.009928346284378827,0.002091139116395305,0.107,,
ACH-000645,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005289982713932963,-0.01609055017101027,-4.4491930856122514e-05,0.024,,
ACH-000647,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008908576439606448,-0.02281404668965218,-0.001238245864502422,0.007,,
ACH-000648,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019660452583504843,-0.00989797740448425,0.0017697836432404518,0.12,,
ACH-000649,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016474697542734045,-0.008592843870598568,0.0026655333448269668,0.113,,
ACH-000651,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017226377147576202,-0.008054619201847387,0.0015346796863504458,0.087,,
ACH-000652,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018674717064725095,-0.010387069367988635,0.002051851904275707,0.106,,
ACH-000653,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0055410785887874785,-0.018059021112164345,-5.207782605807954e-05,0.022,,
ACH-000654,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001959703431664047,-0.009777823612366697,0.0018654651440391452,0.1,,
ACH-000655,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005468650479497417,-0.01683578152667046,-6.761705066991946e-05,0.024,,
ACH-000657,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001685865101465425,-0.008330553793092174,0.002121259322073075,0.108,,
ACH-000661,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008797844571193189,-0.02313539125311018,-0.0011417868728168601,0.009,,
ACH-000662,1,150,0,150,0.006666666666666667,0.0,0.0037485418157616047,0.002100010383956642,0.0012292108785798511,-0.008689963618442688,0.010853526376559232,0.664,,
ACH-000663,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017918742410424347,-0.008984413092224804,0.0014768373739047582,0.116,,
ACH-000664,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.00875225866404476,-0.023998783561514733,-0.0011934191021087982,0.005,,
ACH-000665,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005334436267785848,-0.017133948385291056,0.0002601236361113903,0.03,,
ACH-000666,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005289950666003558,-0.01679688311273563,-0.00010130039340363012,0.025,,
ACH-000667,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005409907679457983,-0.018135894081002423,6.895347622021318e-05,0.026,,
ACH-000668,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008832386133571495,-0.022166991933739916,-0.0011930066681251769,0.006,,
ACH-000671,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0052980746630959235,-0.017020876306634576,3.0643741930520395e-05,0.026,,
ACH-000673,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.002013165195723107,-0.010799273984411247,0.0014535138415549464,0.107,,
ACH-000676,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.009081381329890009,-0.02535065019037861,-0.0006476020034046046,0.018,,
ACH-000681,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018154631512524784,-0.009302811734681239,0.0019046600905590395,0.106,,
ACH-000682,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016800501997936634,-0.008699218852358097,0.0011355601753191607,0.104,,
ACH-000683,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018616930332307877,-0.010190063407084421,0.0018609014090401356,0.106,,
ACH-000684,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018035702916415948,-0.00856737057795211,0.0023345041032714637,0.113,,
ACH-000688,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018767920756850986,-0.009873906340376638,0.0017938903371685713,0.114,,
ACH-000693,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005441407840099972,-0.017200005799155517,-0.00012448121268590108,0.02,,
ACH-000694,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018690462485951764,-0.010071174747494476,0.0025977483349197165,0.108,,
ACH-000696,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.002037537176094073,-0.01393229616499743,0.010467227359584566,0.34,,
ACH-000697,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005499355119814393,-0.01663412252598103,0.00022844775127878536,0.027,,
ACH-000698,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001728192426540703,-0.009693631634612652,0.0017588241957447704,0.119,,
ACH-000699,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.002091364506871887,-0.011284121809306578,0.0015223075440202007,0.098,,
